s,x
0.8395,1.2862375767064438
0.84,1.2942580558272605
0.84,1.2942580558272605
0.84,1.2942580558272605
0.8405,1.2869607088952504
0.8415,1.2570755823536468
0.8425,1.2270789915403342
0.8435,1.1969740533881996
0.8555,0.8832047230070356
0.8565,0.8610147869451876
0.8685,0.6421389984060796
0.8695,0.6278496452626381
0.8705,0.6283825710794294
0.8715,0.6437419777052337
0.8725,0.6591591846563565
0.8735,0.674634413586676
0.8855,0.9076533966305576
0.8865,0.9310146563253007
0.8985,1.258579006784129
0.8995,1.289811791428197
0.9,1.2977644241682136
0.9,1.2977644241682136
0.9,1.2977644241682136
0.9005,1.2903570433669254
0.9015,1.260210449162051
0.9025,1.2299518451660847
0.9035,1.1995843647339548
0.9155,0.8823146259033122
0.9165,0.8598038308625091
0.9285,0.6367278331149838
0.9295,0.6220593042212468
0.9305,0.6220729724875133
0.9315,0.6367689416292774
0.9325,0.6515214361647836
0.9335,0.6663306487217695
0.9455,0.8910075462900842
0.9465,0.9136444751479504
0.9585,1.2321669697889184
0.9595,1.2626171098245422
0.96,1.2703397907329457
0.96,1.2703397907329457
0.96,1.2703397907329457
0.9605,1.2630263749992856
0.9615,1.2333915268446867
0.9625,1.2036493931250194
0.9635,1.173802973055311
0.9755,0.862436171017156
0.9765,0.8403881380163851
0.9885,0.6225154871190097
0.9895,0.6082514203863515
0.9905,0.6083449204376374
0.9915,0.6227967212733652
0.9925,0.637302598619429
0.9935,0.6518627460792826
1.0055,0.8732010795968785
1.0065,0.8955306463977911
1.0185,1.2100150122835844
1.0195,1.2400994932048872
1.02,1.2477726374292437
1.02,1.2477726374292437
1.02,1.2477726374292437
1.0205,1.2406761341847652
1.0215,1.21174037358735
1.0225,1.1827010506135642
1.0235,1.1535610408855559
1.0355,0.8503214533815465
1.0365,0.8289215453458695
1.0485,0.6184766722386535
1.0495,0.6048024431871384
1.0505,0.6054090416616288
1.0515,0.6203012519382356
1.0525,0.6352471349921851
1.0535,0.6502469162835814
1.0655,0.8765111265001575
1.0665,0.8992220387191336
1.0785,1.2179328120875064
1.0795,1.2483403486113158
1.08,1.256125596700537
1.08,1.256125596700537
1.08,1.256125596700537
1.0805,1.2490416586266933
1.0815,1.2200311946612528
1.0825,1.1909157390899372
1.0835,1.1616981907273614
1.0955,0.8571783665006095
1.0965,0.8356426244015058
1.1085,0.6232179668929276
1.1095,0.6093496079272931
1.1105,0.6098693707652157
1.1115,0.6247813544528051
1.1125,0.639747783868284
1.1135,0.6547688875163784
1.1255,0.8809391806546293
1.1265,0.9036131176480061
1.1385,1.2215303991349782
1.1395,1.2518426622415888
1.14,1.2595593052159144
1.14,1.2595593052159144
1.14,1.2595593052159144
1.1405,1.252365447903013
1.1415,1.2230946198256267
1.1425,1.1937182830400657
1.1435,1.1642393520965566
1.1555,0.8562331340150426
1.1565,0.8343777090008648
1.1685,0.6177670532450329
1.1695,0.6035207109569406
1.1705,0.6035214552693123
1.1715,0.6177692882541224
1.1725,0.6320703230907719
1.1735,0.6464247595134649
1.1855,0.8642452549385896
1.1865,0.8861942265697232
1.1985,1.1950621359612288
1.1995,1.2245911362633177
1.2,1.2320778947137956
1.2,1.2320778947137956
1.2,1.2320778947137956
1.2005,1.2249788208159968
1.2015,1.1962221214824682
1.2025,1.1673645060059676
1.2035,1.1384087603859607
1.2155,0.8363310739169745
1.2165,0.8149405517913446
1.2285,0.6035590283557045
1.2295,0.5897193049619263
1.2305,0.5898021302952319
1.2315,0.6038081545660965
1.2325,0.617865007687416
1.2335,0.6319728894808339
1.2455,0.846485041102293
1.2465,0.8681291769119059
1.2585,1.1729893670033522
1.2595,1.2021552501907102
1.26,1.209593290932629
1.26,1.209593290932629
1.26,1.209593290932629
1.2605,1.2027110397847343
1.2615,1.174652338477413
1.2625,1.1464963174924128
1.2635,1.118245644875238
1.2755,0.8242792167945948
1.2765,0.8035354976240338
1.2885,0.5995659798241219
1.2895,0.5863147874341367
1.2905,0.5869104180918759
1.2915,0.6013575706695221
1.2925,0.615855168205601
1.2935,0.630403441134297
1.3055,0.8498506488802374
1.3065,0.8718769027103449
1.3185,1.1809728632867653
1.3195,1.2104625899776356
1.32,1.2180127356944856
1.32,1.2180127356944856
1.32,1.2180127356944856
1.3205,1.211142266609557
1.3215,1.1830065160544954
1.3225,1.1547720496639269
1.3235,1.1264415580912495
1.3355,0.8311676218870973
1.3365,0.810285803740216
1.3485,0.6043094150674421
1.3495,0.5908618432641263
1.3505,0.5913683675356174
1.3515,0.6058329834702942
1.3525,0.6203487928801361
1.3535,0.6349160291499468
1.3655,0.8542411043710834
1.3665,0.8762280394186837
1.3785,1.1845024782057694
1.3795,1.2138946033870042
1.38,1.2213754050104815
1.38,1.2213754050104815
1.38,1.2213754050104815
1.3805,1.2143951321514084
1.3815,1.1860001037403514
1.3825,1.15750586978136
1.3835,1.1289151360037002
1.3955,0.8301685838609895
1.3965,0.8089682387396636
1.4085,0.5988198165008828
1.4095,0.5849954328795828
1.4105,0.5849831811074726
1.4115,0.5987829609859476
1.4125,0.6126327220859117
1.4135,0.6265326693107749
1.4255,0.8375005781654904
1.4265,0.8587619415569724
1.4385,1.1579798259425604
1.4395,1.1865880975535918
1.44,1.1938390846900002
1.44,1.1938390846900002
1.44,1.1938390846900002
1.4405,1.1869543943713192
1.4415,1.159075817109019
1.4425,1.1311024944352364
1.4435,1.103037009030669
1.4555,0.8102438355584486
1.4565,0.7895104714587369
1.4685,0.584616209601383
1.4695,0.5712005380883297
1.4705,0.5712725534907147
1.4715,0.5848328211103285
1.4725,0.5984407726367855
1.4735,0.6120966122258039
1.4855,0.8197856310090724
1.4865,0.84074462053649
1.4985,1.1359844189201325
1.4995,1.164232050334606
1.5,1.171435117248723
1.5,1.171435117248723
1.5,1.171435117248723
1.5005,1.16476716067893
1.5015,1.13758551565379
1.5025,1.1103125961880962
1.5035,1.0829508725091042
1.5155,0.7982533092222266
1.5165,0.7781654513296757
1.5285,0.5806677213019907
1.5295,0.567839298577945
1.5305,0.5684238231717115
1.5315,0.5824259074083509
1.5325,0.5964753108215303
1.5335,0.6105722669577918
1.5455,0.8232051337983581
1.5465,0.8445469812583958
1.5585,1.144031516054499
1.5595,1.1726037453847002
1.56,1.1799189141201092
1.56,1.1799189141201092
1.56,1.1799189141201092
1.5605,1.1732619771881938
1.5615,1.1460010032344934
1.5625,1.118647392717917
1.5635,1.091203637864409
1.5755,0.8051721075057886
1.5765,0.7849439530307692
1.5885,0.5854130685681137
1.5895,0.5723860834429555
1.5905,0.572879294108876
1.5915,0.5868965920461895
1.5925,0.6009619333121539
1.5935,0.6150755543129643
1.6055,0.8275587948778315
1.6065,0.848859039741974
1.6185,1.1474947349898514
1.6195,1.175967093665879
1.62,1.1832121991936662
1.62,1.1832121991936662
1.62,1.1832121991936662
1.6205,1.1764455744797893
1.6215,1.1489263906013771
1.6225,1.1213141068310861
1.6235,1.0936112298362137
1.6355,0.8041206129127108
1.6365,0.7835750662925102
1.6485,0.5798858548144429
1.6495,0.566483207465402
1.6505,0.5664578871701745
1.6515,0.579809690830487
1.6525,0.5932083577386413
1.6535,0.6066540961424851
1.6655,0.8107731360987583
1.6665,0.8313472304805373
1.6785,1.1209195138329326
1.6795,1.1486074548407452
1.68,1.1556228183661559
1.68,1.1556228183661559
1.68,1.1556228183661559
1.6805,1.1489525560170488
1.6815,1.1219520854496048
1.6825,1.094862841959444
1.6835,1.0676872145790641
1.6955,0.7841740768689617
1.6965,0.7640975267925274
1.7085,0.5656867476101793
1.7095,0.5526948421697884
1.7105,0.5527559118661816
1.7115,0.5658704359695063
1.7125,0.5790296014979335
1.7135,0.5922336151696226
1.7255,0.7931024448955166
1.7265,0.8133765624786368
1.7385,1.0989996096087737
1.7395,1.126329321643951
1.74,1.1332975408416948
1.74,1.1332975408416948
1.74,1.1332975408416948
1.7405,1.1268439242843482
1.7415,1.100539344924661
1.7425,1.0741493393206913
1.7435,1.047676189415721
1.7555,0.7722433332234394
1.7565,0.7528110188350086
1.7685,0.5617816076311435
1.7695,0.5493756941953236
1.7705,0.5499489747595028
1.7715,0.5635059739607859
1.7725,0.5771072683587822
1.7735,0.5907530928624892
1.7855,0.7965741842675106
1.7865,0.8172318677707727
1.7985,1.1071082293610923
1.7995,1.1347632610022456
1.8,1.1418435748864277
1.8,1.1418435748864277
1.8,1.1418435748864277
1.8005,1.1354002363032696
1.8015,1.109014114485963
1.8025,1.082541239266649
1.8035,1.055983913955548
1.8155,0.779191442827526
1.8165,0.7596167014437007
1.8285,0.5665286537958698
1.8295,0.553922061370063
1.8305,0.5544018839216962
1.8315,0.5679719081772666
1.8325,0.5815869274886781
1.8335,0.5952471795363949
1.8455,0.8008918800204748
1.8465,0.821505737475977
1.8585,1.110506661330216
1.8595,1.1380596127395508
1.86,1.1450691642718216
1.86,1.1450691642718216
1.86,1.1450691642718216
1.8605,1.1385162541242653
1.8615,1.111872970979025
1.8625,1.0851424965012648
1.8635,1.058327147831824
1.8755,0.7780888593573142
1.8765,0.7581978385790061
1.8885,0.5609649007357217
1.8895,0.5479837728036289
1.8905,0.547945311238765
1.8915,0.5608492094120627
1.8925,0.5737969552673473
1.8935,0.5867887586840873
1.9055,0.7840625497408498
1.9065,0.8039497046069473
1.9185,1.083880674909195
1.9195,1.110648670472639
1.92,1.1174285546597758
1.92,1.1174285546597758
1.92,1.1174285546597758
1.9205,1.1109727673234981
1.9215,1.0848503994543068
1.9225,1.0586450333448434
1.9235,1.0323588738250595
1.9355,0.7581214198224506
1.9365,0.7387013486022964
1.9485,0.5467703600670304
1.9495,0.5342019405348025
1.9505,0.5342519281938887
1.9515,0.5469207151555745
1.9525,0.5596312032744125
1.9535,0.5723836001713202
1.9655,0.7664350797352675
1.9665,0.7860245893756284
1.9785,1.0620343825188774
1.9795,1.0884464940401233
1.98,1.0951799881028441
1.98,1.0951799881028441
1.98,1.0951799881028441
1.9805,1.0889407599452012
1.9815,1.063513268012503
1.9825,1.038006001399469
1.9835,1.0124210630768464
1.9955,0.7462488928045521
1.9965,0.7274718139279261
2.0085,0.5429073508326301
2.0095,0.5309236928979212
2.0105,0.5314855917360715
2.0115,0.5445974831576516
2.0125,0.5577507473695844
2.0135,0.5709456190047352
2.0255,0.769957404548785
2.0265,0.78993115692192
2.0385,1.0702024636963219
2.0395,1.0969405845426092
2.04,1.103786162452301
2.04,1.103786162452301
2.04,1.103786162452301
2.0405,1.097556491443763
2.0415,1.0720453096300966
2.0425,1.0464530618378134
2.0435,1.0207818717523323
2.0555,0.7532252484201142
2.0565,0.7343036792168336
2.0685,0.5476558978887367
2.0695,0.5354695106634725
2.0705,0.5359358711045993
2.0715,0.5490586605434828
2.0725,0.5622234984125559
2.0735,0.575430622030487
2.0855,0.7742399883590942
2.0865,0.7941677521983599
2.0985,1.0735377498763283
2.0995,1.1001716410852274
2.1,1.1069457775716853
2.1,1.1069457775716853
2.1,1.1069457775716853
2.1005,1.100606651145451
2.1015,1.0748393362759243
2.1025,1.048990541933071
2.1035,1.02306240504453
2.1155,0.7520729620692617
2.1165,0.7328362031975024
2.1285,0.5420566874158542
2.1295,0.5294968675802887
2.1305,0.5294451916919837
2.1315,0.5419012489579146
2.1325,0.554398240504764
2.1335,0.5669363762422408
2.1455,0.7573684409528229
2.1465,0.7765689760824185
2.1585,1.0468627856065222
2.1595,1.0727112079808145
2.16,1.0792557536824285
2.16,1.0792557536824285
2.16,1.0792557536824285
2.1605,1.0730144910607573
2.1615,1.0477702332796992
2.1625,1.0224485545594668
2.1635,0.9970514847494857
2.1755,0.7320854874267886
2.1765,0.7133215687209277
2.1885,0.5278667655779646
2.1895,0.515721557426562
2.1905,0.5157603261666196
2.1915,0.527983375619123
2.1925,0.5402452879328155
2.1935,0.5525462700831322
2.2055,0.7397831338824817
2.2065,0.7586882892796484
2.2185,1.0250881829529277
2.2195,1.0505829993359928
2.22,1.0570818873278829
2.22,1.0570818873278829
2.22,1.0570818873278829
2.2205,1.0510570989102044
2.2215,1.026506728531607
2.2225,1.0018820388007084
2.2235,0.9771849628055769
2.2355,0.7202695934002838
2.2365,0.7021474517932362
2.2485,0.5240446639716785
2.2495,0.5124830143142621
2.2505,0.5130333939862787
2.2515,0.5257001488353401
2.2525,0.5384054554195727
2.2535,0.5511495465679479
2.2655,0.7433544001193695
2.2665,0.7626444446202187
2.2785,1.0333136810230317
2.2795,1.0591351652132128
2.28,1.0657461227785694
2.28,1.0657461227785694
2.28,1.0657461227785694
2.2805,1.0597301915992883
2.2815,1.0350940499777672
2.2825,1.0103823344261997
2.2835,0.9855969980765045
2.2955,0.7272731459139867
2.2965,0.7090045176217348
2.3085,0.5287945286966914
2.3095,0.5170281656284126
2.3105,0.5174809904574644
2.3115,0.5301565784830641
2.3125,0.5428713697397403
2.3135,0.555625599658873
2.3255,0.7476027491352769
2.3265,0.7668447041727046
2.3385,1.0365874940412587
2.3395,1.062302659952261
2.34,1.0688415171964625
2.34,1.0688415171964625
2.34,1.0688415171964625
2.3405,1.0627162463848447
2.3415,1.037824978684459
2.3425,1.0128577470553868
2.3435,0.9878165173042772
2.3555,0.7260725605823855
2.3565,0.7074898083980532
2.3685,0.5231609485902492
2.3695,0.51102223106211
2.3705,0.5109572674902969
2.3715,0.5229655422826298
2.3725,0.5350119398824754
2.3735,0.5470966687393318
2.3855,0.7306904324385262
2.3865,0.7492046579169241
2.3985,1.0098653234999657
2.3995,1.0347945320617413
2.4,1.0411038767209282
2.4,1.0411038767209282
2.4,1.0411038767209282
2.4005,1.0350771911799985
2.4015,1.010711062270568
2.4025,0.9862728927553118
2.4035,0.9617645465027603
2.4155,0.706065903711204
2.4165,0.6879578199923335
2.4285,0.508975683660426
2.4295,0.49725341799339673
2.4305,0.4972808303880876
2.4315,0.5090581352395639
2.4325,0.5208715663926957
2.4335,0.5327213287401403
2.4455,0.7131462070570543
2.4465,0.7313672516425478
2.4585,0.9881604580444905
2.4595,1.0127382712134831
2.46,1.019002668694287
2.46,1.019002668694287
2.46,1.019002668694287
2.4605,1.0131923743099363
2.4615,0.9895191719656734
2.4625,0.9657769097455946
2.4635,0.9419673597245806
2.4755,0.694305041854937
2.4765,0.6768375489940003
2.4885,0.5051932611398401
2.4895,0.4940533790718693
2.4905,0.4945921023807539
2.4915,0.5068136858167676
2.4925,0.5190711010679359
2.4935,0.5313645777419318
2.5055,0.7167647776408141
2.5065,0.7353713279752421
2.5185,0.9964413447311926
2.5195,1.0213464536694303
2.52,1.0277229032805866
2.52,1.0277229032805866
2.52,1.0277229032805866
2.5205,1.0219207872128082
2.5215,0.998159798283118
2.5225,0.9743285324482166
2.5235,0.9504287811393649
2.5355,0.7013347579681587
2.5365,0.6837188489304517
2.5485,0.5099442747567297
2.5495,0.4985977612329878
2.5505,0.499036977425275
2.5515,0.5112653919677961
2.5525,0.5235302657540982
2.5535,0.5358318309128824
2.5655,0.7209797922394074
2.5665,0.7395362143151241
2.5785,0.9996553879591302
2.5795,1.024452151318742
2.58,1.0307558619822321
2.58,1.0307558619822321
2.58,1.0307558619822321
2.5805,1.024844521421524
2.5815,1.000829391144521
2.5825,0.9767436165436564
2.5835,0.9525890011769207
2.5955,0.7000872950620993
2.5965,0.682158303055559
2.6085,0.5042774185618388
2.6095,0.49255960308052665
2.6105,0.49248127816032206
2.6115,0.5040418227726614
2.6125,0.5156377804154977
2.6135,0.5272693566981125
2.6255,0.7040281477288287
2.6265,0.7218563639682996
2.6385,0.9728877672860092
2.6395,0.9968981085580746
2.64,1.0029723862185278
2.64,1.0029723862185278
2.64,1.0029723862185278
2.6405,0.9971603327947941
2.6415,0.9736723629416495
2.6425,0.9501175362505476
2.6435,0.9264975593875787
2.6555,0.6800622937137141
2.6565,0.6626097362591942
2.6685,0.49009683473361837
2.6695,0.47879724827924997
2.6705,0.47881316636336113
2.6715,0.4901447128153336
2.6725,0.5015097505165086
2.6735,0.5129084809499358
2.6855,0.6865239003298745
2.6865,0.7040610673006443
2.6985,0.9512506567364667
2.6995,0.9749117452011914
2.7,0.9809417642387067
2.7,0.9809417642387067
2.7,0.9809417642387067
2.7005,0.9753460211342571
2.7015,0.952550045645463
2.7025,0.9296900742781712
2.7035,0.9067677267443867
2.7155,0.6683548464036547
2.7165,0.6515417234529484
2.7285,0.4863528574372354
2.7295,0.47563450877948976
2.7305,0.47616143875772676
2.7315,0.4879378098924382
2.7325,0.4997473938476754
2.7335,0.5115904157023118
2.7455,0.6901881449274956
2.7465,0.7081114052652154
2.7585,0.9595849195922592
2.7595,0.9835739019677643
2.76,0.9897159527810604
2.76,0.9897159527810604
2.76,0.9897159527810604
2.7605,0.9841277301336538
2.7615,0.9612420186974573
2.7625,0.9382911326967224
2.7635,0.9152767104975607
2.7755,0.6754097082364283
2.7765,0.658446306382492
2.7885,0.49110486526812214
2.7895,0.480178033084037
2.7905,0.4806035680740504
2.7915,0.49238483157850477
2.7925,0.5041999113424116
2.7935,0.5160490348860489
2.8055,0.6943707481781975
2.8065,0.7122419041611228
2.8185,0.9627409264428687
2.8195,0.9866195978484018
2.82,0.9926882914546657
2.82,0.9926882914546657
2.82,0.9926882914546657
2.8205,0.9869909585291538
2.8215,0.9638520673015738
2.8225,0.9406476557790434
2.8235,0.9173793739244847
2.8355,0.674116806277812
2.8365,0.656841336643104
2.8485,0.4854058321844351
2.8495,0.4741087240157796
2.8505,0.47401696377934305
2.8515,0.48512982437092983
2.8525,0.496275489686943
2.8535,0.5074541612264152
2.8655,0.6773812111658859
2.8665,0.6945237089263827
2.8785,0.9359295967641266
2.8795,0.959021404439907
2.88,0.9648607457561141
2.88,0.9648607457561141
2.88,0.9648607457561141
2.8805,0.9592633821624255
2.8815,0.9366536129593582
2.8825,0.9139819745117107
2.8835,0.8912500248415949
2.8955,0.6540742834685582
2.8965,0.637276952350699
2.9085,0.4712299401088641
2.9095,0.46035277521416496
2.9105,0.46035706048930397
2.9115,0.47124282805410994
2.9125,0.48215955309956854
2.9135,0.4931074324823001
2.9255,0.6599158161081188
2.9265,0.6767693284595613
2.9385,0.914358229759411
2.9395,0.9371028586520741
2.94,0.9428986078344443
2.94,0.9428986078344443
2.94,0.9428986078344443
2.9405,0.9375174762097968
2.9415,0.9155987987265275
2.9425,0.8936209942433779
2.9435,0.8715855385417602
2.9555,0.642418616653785
2.9565,0.6262595944340048
2.9685,0.46752316895493645
2.9695,0.4572261260094602
2.9705,0.4577411259050069
2.9715,0.4690722378016631
2.9725,0.48043404424602726
2.9735,0.4918267645901387
2.9855,0.6636241109153592
2.9865,0.6808642759047656
2.9985,0.9227438717139212
2.9995,0.945816963519426
3.0,0.951724721463303
3.0,0.951724721463303
3.0,0.951724721463303
3.0005,0.946350473570958
3.0015,0.9243401767235621
3.0025,0.9022696132962535
3.0035,0.8801402770092618
3.0155,0.6494976213338758
3.0165,0.6331865241520941
3.0285,0.47227603006787705
3.0295,0.46176871740318937
3.0305,0.46218049906697306
3.0315,0.47351462848072956
3.0325,0.48488003196956986
3.0335,0.49627693124881345
3.0455,0.66777524804244
3.0465,0.6849613958326815
3.0585,0.9258436049422082
3.0595,0.9488044828477713
3.06,0.9546382857859977
3.06,0.9546382857859977
3.06,0.9546382857859977
3.0605,0.9491550406332468
3.0615,0.9268925014649639
3.0625,0.9045693708078297
3.0635,0.8821871534656563
3.0755,0.6481607355754968
3.0765,0.6315385592054428
3.0885,0.4665459248461648
3.0895,0.455669334781093
3.0905,0.45556406495989854
3.0915,0.4662292815614956
3.0925,0.4769247958327504
3.0935,0.4876508040019323
3.1055,0.6507492478874357
3.1065,0.6672063082971814
3.1185,0.8989902928183364
3.1195,0.9211638877860177
3.12,0.9267684200333892
3.12,0.9267684200333892
3.12,0.9267684200333892
3.1205,0.9213858066651888
3.1215,0.8996542911235137
3.1225,0.8778656981359009
3.1235,0.8560214454201029
3.1355,0.6281014999936374
3.1365,0.6119591040702933
3.1485,0.45237472197998413
3.1495,0.4419197266047969
3.1505,0.4419122400450404
3.1515,0.45235220156305306
3.1525,0.4628206878600348
3.1535,0.4733178900589148
3.1655,0.6333215581205901
3.1665,0.6494916286791143
3.1785,0.8774826296099207
3.1795,0.8993110507212064
3.18,0.9048726351690076
3.18,0.9048726351690076
3.18,0.9048726351690076
3.1805,0.8997061781775215
3.1815,0.8786648821670181
3.1825,0.8575691332651663
3.1835,0.8364202715381571
3.1955,0.6164959635663405
3.1965,0.6009907825239096
3.2085,0.448703912757471
3.2095,0.438827954280196
3.2105,0.4393308875420871
3.2115,0.45021668721390884
3.2125,0.46113076368501965
3.2135,0.4720733294916375
3.2255,0.6370722856308919
3.2265,0.6536295404129057
